worker_id,task_id,task_response_id,is_reviewed,review_score,tweet_id,text,username,bio,Categorize the tweet
FPMCK2P37RW2,3b2f24dd-fbdc-447b-bc1c-026aa32c304e,576779d9-0bd3-4408-85e3-83fb210c13b7,false,,1540794582736130049,"if you are in any way pro-choice or believe that roe v wade being overturned is a bad thing, my work is not for you… https://t.co/x85CpBMqp4",BumblyBeebs,"⚔️Mrs. Sword Man⚔️

✨Fully Certified Spiritual Elephant✨

Be kind to each other ✝",Pro-life
73FP3QEHRD7V,fd94b08c-6e48-4a85-a179-9ef592f9a787,57ada748-d8e3-4eeb-8ccf-8792da425f39,false,,1540795871419301888,@CommonestMan @vanityman Pelosi have not failed bc it has already passed in the House to codify abortion but senate is hold up,VictorH98416144,#BLM #LGBTQ Pride🌈#Biden/Harris VOTE BLUE NO MATTER WHO #RhoaRhop reality tv junkie,Pro-choice
YKR74H2QRD6F,7db26ff9-c823-4d1d-b9b0-26d615db3bae,57d27f58-abcf-430d-bba5-9d592a54493b,false,,1540795768973524992,Watch Rachel Maddow Highlights: June 24 They will not stop at abortion rights. Radical right SCOTUS Thomas list bir… https://t.co/QEbyAgz0Xn,jetterith,Cosa Nostra (Human Resource Manager) Truth about Russia's & Former guy's many lies. Support H.R.1 - For the People Act of 2021 & Kill the Filibuster.,Pro-choice
Z6J69GNZYEXY,8f5d0416-934d-4e76-8fdc-19ae603c8fef,58846d7b-0005-4fef-9ed2-b3188200a52f,false,,1540796064533565441,"Speaking about the abortion: what is the correct form- women should have right t choose abortion, or- pregnant peop… https://t.co/CWr6pjE3m8",Monika_Barbara_,,Pro-choice
7R2NKCJQNXPP,ba7c3045-158f-43fe-aa5f-c1c86112c6b7,58c2744c-5e23-47ac-a472-64efdee0427a,false,,1540794779440537600,"Republicans made the last mistake they will ever make in any position of federal authority ever again.

We are goin… https://t.co/w7JVnQ1TeB",CerebrosDreams,"Welcome to Reality Check 101.
The class is now in session.",Pro-choice
7R2NKCJQNXPP,3a5aee9f-e590-4923-b224-6dc48318f6a5,58dff74c-51b9-4ef2-8227-32051d638ad0,false,,1540796123379404800,I feel like all athletes who play for a state that Abortion bill applies to should stop playing until its over turned.,BYBGMONEY,NYC 🗽,Pro-choice
7R2NKCJQNXPP,212559ae-f6b8-4baf-9efd-5a1309ef989e,59374e53-d5b1-46ce-8a01-a84f9f9a90e3,false,,1540796048528080896,@MoeJLong @NakedShortsYea_ @reshazldazl @Simone_Biles What state wouldn't allow abortion in these narrow instances?,meawayl8tr,,Pro-choice
YKR74H2QRD6F,434da6e9-56b1-4e9b-a579-e7f6eec538aa,59821457-20b7-4674-8058-baba87f10dde,false,,1540795692712591360,"Now that scotus overturned roe v wade, we could safely say the US belongs on the list of countries who violate huma… https://t.co/V3xwUDV15n",lilid910,"Get religion out of govt, stop telling women what to do with their bodies and pray to whatever God you believe in. Let's get out of other's business.",Pro-choice
DPNAMHPJRREC,e2546c9f-2709-427c-9ede-dbea94aa1f5d,5a0e48fa-6464-46c2-8024-69de047d40b1,false,,1540795798849478659,@DurhamSean And btw over 60% of Ohioans support abortion. Maybe the laws should reflect that,alyssawill2999,,Pro-choice
FPMCK2P37RW2,078458d7-555e-4fe0-9793-9f3e05f9dcbb,5a170b2f-4dc6-451c-b6ae-935c03441ac9,false,,1540795300951969792,"@MosestaylorF @sailortaylor11 Fun facts about randomly related stuff...
The Bible states very clearly that life beg… https://t.co/6fQU0jPbZE",Nat_McCrackin,"I am a young adult and a very compassionate person, who is still trying to find her place in our society.",Pro-choice
Z6J69GNZYEXY,7371d1fd-c5bb-4022-8ff4-380d7c2e55e3,5a9ded40-dd45-45a0-900c-fe430c03d73c,false,,1540795896870293509,The problem imo is the social engineering that hyper sexualized us to the point that killing babies was normalized.… https://t.co/kjJL336oT8,TomMFJones,Fk off,Pro-life
4TG67HVWJNDP,a210c580-64d7-4a0b-b06a-6cbfc7d1af56,5aa312f7-2601-443d-ab98-e1bd3fdd7fe0,false,,1540784664062808065,@OttawaCitizen @CBCOttawa @drakefenton @Marco_Vigliotti @_MarkSutcliffe @JimWatsonOttawa @JonathanWilling if u took… https://t.co/50YmlyzUwt,annoyedblife,"Silence will choke us anyway, so we might as well speak the truth - Audre Lorde

top photo: florence / artist, tkaronto
pp: sennah, poet, author",Pro-choice
YKR74H2QRD6F,842628f7-2043-40c8-84e4-fdf9f9c4ff01,5b44f832-ab88-459c-834b-ac6f610e95d9,false,,1540794427240636418,@NotWhatY0uThink @TheresaWuzHere @quattalbum @ananavarro Roe v wade does not change what women do w their bodies. I… https://t.co/C9AaSMYrux,ShleemSteve,Shit takes and shit jokes.,Pro-life
DPNAMHPJRREC,aeac1def-a91f-4bcb-ba4c-1bec431b01fa,5c37b248-a027-44d2-a1d4-9a27f877ad01,false,,1540795814892564484,@highroadsaloon People HAVE unalived themselves because they didn’t have access to a LEGAL abortion. I’m not trying… https://t.co/t4tbk7r1t4,THATMOMx4,"Wife, mom, student, feminist, feckfull cunt, she/her *I Block Fauxgressives & MAGATs With Glee",Pro-choice
2AZWNZRTVACE,0458243f-9c33-4968-bba7-8337e3d6a00b,5c428c61-8d78-4082-9b62-819aee2f43c5,false,,1540784522077298688,"Supreme Court overturned Roe v. Wade

What. Ta. Hell?!
🤬🤬🤬🔪🔪🔪",tat_queenguin,🇷🇺🇬🇧🇺🇦 she/her,Pro-choice
FPMCK2P37RW2,2bfa3139-0860-4d64-b970-08821344c916,5c5d2110-3e98-4e7e-8e49-0ea9a1a71985,false,,1540796448278716417,"@MattMurchison FACT: If Hillary Clinton hadn't run against Bernie Sanders in 2016, abortion rights would be safe to… https://t.co/Phg2HbyFlD",SwedSocialist,,Pro-choice
WZZMK43NG9CA,7956b1d6-37ff-41c0-9223-f71cbcc73e94,5c680598-10d1-4b9f-9a6d-2016537d9d9b,false,,1540795961181478914,@realTuckFrumper “Not all of us agree on a personal or moral level on the issue of abortion. But we stand together… https://t.co/hbQKmnSSoK,brusinka,,Pro-choice
QEZAEMV2WF9D,8861de5c-3ecf-4e01-a9da-f31ee926fb24,5c7cd384-477a-4ca4-843b-eecaf9291ee2,false,,1540794124869050368,"Roe v Wade protects contraceptives, viagra, any form of birth control, any abortion related activities (even treatm… https://t.co/uuZR3iwszE",MAC4USSenate,"Selfless Leadership.                                     
Candidate for U.S. Senate in Louisiana
(Republican)",Pro-choice
R7XYZ4FKMFF9,946af246-e427-4876-9da7-a6c0cda5be92,5ce13d72-11eb-4618-b03d-159218392580,false,,1540796276408815619,"@ElieNYC I hate what the Supreme Court just did, but let's not atta CC k blindly.

Brown overturned the precedent s… https://t.co/fWww94f3TR",ReelVisualProd,"Reel entertainment for Reel people. We make skits shorts and series and we are nerds who love comics, anime and games.",Pro-choice
Z6J69GNZYEXY,deffd1cc-2e1c-4644-8737-8c3a228bbdb9,5d53da64-b669-4dbb-be51-f385cfc884c7,false,,1540795921528770560,"The people calling for folks to be civil in their abortion discourse are how we got here.

No.

My body. Piss off.",HillaryMonahan,"Spiky author person. I like animals and tweeting a lot. She/they, either is fine. Queer, ND, and oversensitive.",Pro-choice
73FP3QEHRD7V,866070f0-b554-423b-99fa-5da9c81d5073,5da6122a-f9d8-4db8-b224-9887eefd409e,false,,1540795880567193600,Bet these are the same people who bitch about January 6th too. #Roe  https://t.co/fZz5aUZmhm,CHI_guy08,Everything Chicago sports. Avid craft beer drinker. #NorthSide,Pro-life
R7XYZ4FKMFF9,1317523c-5762-4535-9583-d7561f0a23b0,5dbcea8d-9d58-4506-97e2-5c863dc35800,false,,1540795882362195973,@suzynotes Probably isn't stating facts.  Any pregnancy can have complications.  Just say that you're okay with tho… https://t.co/DCuZeeGBJo,NathanJonMoore,"Leo Sun, Cap Moon, Entj, Father & Married.   Worshipping the Old Gods.",Pro-choice
7R2NKCJQNXPP,1a30b389-26e6-4c4e-9691-e9550be5e67d,5de5e394-01ac-42f7-b812-c43a6a162cd9,false,,1540795723796697088,i wonder what mista clarence thomas woulda done if his victims ended up pregnant (hint: he would have begged them t… https://t.co/ZiYUrtnjaF,kriemorbid,this is a casey novak and carisi fan page gtfo,Pro-choice
7R2NKCJQNXPP,b182282e-d3ff-475b-a35c-40f088d7a05f,5df4d3e3-79ba-4db9-bd9e-dc52f98a5c38,false,,1540796208708366336,"@aleja_delfino @Susan12409 @GovRonDeSantis Research what abortion laws were legal before roe v wade, these cases we… https://t.co/RGsDBD7mlN",ChristyMayCole,,Pro-life
Z6J69GNZYEXY,baca027f-da6a-4f43-ae4b-a617f7b455eb,5dfff26c-c3c5-4734-b81c-3997c46d7be2,false,,1540795814410211328,@squeakingmeow @pixposies @fawnsoffline @heroicslug @barrenessblack2 @Joddammit @avocadorable29 @vixmcintyre… https://t.co/blWua613b8,TheParrotSlayer,"Im watching the ships dock in San Pedro, and Im wondering if Ill ever visit the places they've been.",Pro-life
AMXMPYF9CYAJ,21548b50-cf21-4717-a153-f7b558d35502,5e6d10dc-7b0a-416a-9165-63b8266bd041,false,,1540793913237278721,@POTUS I speak for ALL Americans when I say reinstate Roe v. Wade!,dumbdogdemon,trent reznor fanpage,Pro-choice
R7XYZ4FKMFF9,18e30254-364e-4ed5-8542-11b17bc2c311,5e704334-5c15-4740-932e-c4ed75f59a87,false,,1540795537204690948,@MattMurchison FACT: If Hillary campaigned in the Midwest instead of worrying about ruby red Texas and still red Ar… https://t.co/NYDDc4L5yM,ObserveTh3Chaos,I exist. What else do you want?,Pro-choice
R7XYZ4FKMFF9,4e6aad53-3c70-4142-9734-c48069a618ee,5edde62a-224e-4ebb-9861-6168f019e5b7,false,,1540795746181697536,Just talked to my 13 yo about how Roe v Wade was overturned. He was on an academic trip yesterday when it happened… https://t.co/quC470JLLY,teoami,Writer-Mom-Latina-Disabled Texan-Content Coordinator for @OffColourOrg She/Her Words for @HelloGiggles @BitchMedia @Fiercebymitu @Bustle @Businessinsider & more,Pro-choice
9R3XRNAAW7RR,57c2519c-0565-4756-a0a8-13661d77c34a,5f024823-4974-4175-98fc-ca81790bfcd1,false,,1540793883809832960,This piece of shit GOP minority leader Kevin McCarthy praised the corrupt supreme Court's decision on overturning R… https://t.co/sk8rut7vzw,Mike88972140,,Pro-choice
DPNAMHPJRREC,721a47f4-587f-4b79-a09c-52be4118c2dc,5f53eceb-78f5-4863-b06d-9fa8a0504af9,false,,1540796156388573186,@secupp Maybe she wants her special needs relative to have the option to choose abortion.,VVlanas,,Pro-choice
CAG2KV7YTM69,799fe749-34e6-42d4-9cd0-415c3cb90909,60807cdd-b2d4-4769-8b39-fa32c740b705,false,,1540796191234936832,"@Can_Skeptic_Wm @LisaDelmomof6 Actually, it was THREE evil rulings this week: guns, abortion and also “Miranda” (po… https://t.co/JRQvuQva4C",__ohdear__,"Former lurker ... but, oh hell, patriotism calls.  How about hand-marked paper ballots?",Pro-choice
XJKGQQWFXKTX,8b3ee7cc-a26a-44c0-8b0c-5515338c90b3,60c3a4a2-63e2-489e-93c8-939da14a342d,false,,1540794385591173120,@Sharkxzy Why cant biden do anything against the recent overturn of roe v wade,mischievousthe0,He/they 🏳️‍🌈🏳️‍⚧️🪷 fellow FNAF enjoyer 🪷 system!! 🪷 trans boy 🪷 7teen 🪷 priv: @mitskifanboy69,Pro-choice
7R2NKCJQNXPP,41c4f22b-1e5a-45e4-bb7d-33d62ac0bd6c,6108beed-610a-45fd-8305-ae6ba8f6f09f,false,,1540796194997374976,@BarackObama So essential it was written right into the bill of righ- oh... wait... it wasn't. Well at least we pas… https://t.co/jb7qktGun5,TJskillz169,,Pro-life
FPMCK2P37RW2,387667a4-b949-455c-a02b-5d7bf69101ca,612ac438-841d-43fd-8939-2fd0e4cb6d5d,false,,1540796130862084098,@grey_son7 You are exactly right guns are bad when they’re used to murder people. 5000 people last year in America… https://t.co/VExifMYL1g,DHOTDOGCOACH,,Pro-life
2AZWNZRTVACE,692454bf-c590-4fae-9ba1-0001b1fb69b3,613937e2-2e88-42bb-b93a-473909eb2983,false,,1540784835404365825,Well if reversing roe v Wade is to preserve white babies. Then reversing loving v Va is to preserve the white race https://t.co/dkXzgkFnp5,BEYNCEcallmeDVA,"I ONLY Debate with My Equals, for everyone else I TEACH • @Nas #Illmatic • Nas called me a Queen 9/14/17• Only DEAD fish go with the flow• KD & KD2• Magic🪄",Pro-choice
R7XYZ4FKMFF9,131c3f00-ede9-4650-8375-0975f9cbc397,614aa574-a14f-40ef-aed8-77eb079b789b,false,,1540795877169582080,"@UltraMAGAJusten @TimRunsHisMouth We’ll, more than 70% of Americans support abortion on some level, so there isn’t… https://t.co/X3xMEWBhjc",J_Heffe,,Pro-choice
AMXMPYF9CYAJ,e7e95c29-5399-4686-a510-1a8677a60e12,61cdbe07-8e07-4031-b53b-96577ce33df3,false,,1540796742588928000,Angie and I couldn’t have picked a better time to visit Storm King. Reinstate Roe v Wade❗️#WangechiMutu https://t.co/4b3hvbkLBl,_FrankieV,"14 jku

#BTC
$CENN",Pro-choice
R7XYZ4FKMFF9,702c248e-83d2-40f6-bf5f-b202f9e98a56,61f02056-08cc-4fad-bf93-7835b4d6bec9,false,,1540794816002306049,The folks who are ecstatic about Roe v Wade being overturned have been oddly quiet about Ukrainian babies/children… https://t.co/3E042nr9og,juliavkril,"A Ukrainian-born in Canada who is passionate about ⁣⁣⁣🇺🇦 freedom, law, women’s rights, and books | Articled Student at a Family & Real Estate Law Firm",Pro-choice
X6P6DQRXD62A,ac2149bf-ebdc-4db1-a578-c8f1ff047008,622b1587-a59c-4782-bbb4-2b778e0647d2,false,,1540794364728791040,EVERYONE should be FURIOUS at the overturn of Roe vs Wade. EVERYONE SHOULD BE ANGRY.,thatfanged_doe,Amber/Spencer | 22 | She/Her | Artist (@voltaictiger) | Cosplayer/Suiter | //-|| | BLM | ⠀💍 to Junkrat and Sans. Links below ⬇️,Pro-choice
T3RMAEPRMD6J,512401c2-36b2-468e-abfc-13f216841b2c,626c20c5-5d78-409e-bc07-77d6b258fbc7,false,,1540796077175181313,@bananagirl925 @ranaltboo abortion is not a political issue. it is simply about human decency. i agree that nobody… https://t.co/2f1434RkLp,effortlesslyave,she/her,Pro-choice
T3RMAEPRMD6J,d826a9db-2a6c-45f8-beff-632f012fa756,62cb8936-0ab0-4e4a-a916-d9b90bcbd556,false,,1540795975966461952,i wanna cry so bad im at work returning the papers and roe v wade is on a bunch of front pages and i just hurt inside,kalanchloe_,she/her ♡ twenty one ♡ bi,Pro-choice
FPMCK2P37RW2,6336d9fa-0612-4037-9b71-a369079fc845,6314a63e-7c15-4db6-85ca-bbe0fab70a25,false,,1540795691156520961,"@verylucky_guy @Pheramuse @TomiLahren You're right they don't always, but then they face penalties which include wa… https://t.co/PVoSzjqyml",PrinceValium1,,Pro-life
T3RMAEPRMD6J,5ed39737-5f18-4418-a2d3-f1f0d94a5940,63160c4d-b0a0-40f6-87d4-7996e8bbee51,false,,1540795699058688000,In awe at the amazing work @NDWINFund &amp; @DestiniSpaeth are doing day in day out to support access to abortion in a… https://t.co/elUrhFrLJi,SabinaCiofu,"Associate Director - International @techUK. GMF Marshall Memorial Fellow. Projects: @gwcbxl, @ypdigitalpolicy. Boards: @UCL_EI & The Nine. Marathoner. She/her.",Pro-choice
FQG6KZ9NADDZ,7fdfab3c-6ef7-4fc8-abb5-7be7497e5b6b,634f803b-a2c2-476c-9476-d606944a24c8,false,,1540795828276797442,@Jennfrhi @MariahCarey Pharmaceutical abortions are why the 20 somethings of today treat abortion like contraception. Sad but true.,titans4eva,"Just an analog guy in a digital world. Been proudly Deplorable since before it was fashionable. Ultra MAGA to the end. Pronouns are for tombstones, baby.",Pro-life
7R2NKCJQNXPP,c410fff4-227a-490b-8e79-72abf4bcd745,635e8639-55cc-4e70-9e60-45146ef0a512,false,,1540796238424965122,"@JonnyDougs @bons05 @PremierLacrosse Right, but that’s because it’s not pro life v pro abortion, right? it’s pro “l… https://t.co/xNIH0A3Ngz",wulb_official,"not NOT the Gossip Girl of Lacrosse, if you think about it",Pro-choice
Z6J69GNZYEXY,ee94ffc4-f4c6-4539-8436-5d2742409bfe,6388b628-9231-4ddc-bf8c-a05b5b737094,false,,1540794173720104962,"Supreme Court overturns Roe v. Wade, ending right to abortion upheld for decades!!!!! #RoeVsWade… https://t.co/dAUkOVol1a",Mana_Wahine808,Together We Stand Together We Fall,Pro-choice
FPMCK2P37RW2,4cb6613d-7407-4a6a-99a4-df4934fbae6e,63e370d9-8506-4fea-ad89-7e7f78be471b,false,,1540796986311340034,@__enterprise__ @Soter_Ptolemeos @Houston50730694 @elitehaxor3 @t1nyb0dy @headsup44 @gwencystic The ones having a m… https://t.co/pXs3wHrDhc,Lllllll41353315,amos,Pro-life
YKR74H2QRD6F,bf91c127-42c6-400f-9f99-29d1fb6f61a8,6411f7f2-c639-4682-9193-a2a8fe30aafb,false,,1540784725383593986,The decision to overturn Roe v. Wade is a devastating attack on women's rights. The UK government cannot remain sil… https://t.co/lgAmzf2KLq,moggyeb,‘I don’t know how to explain to you that you should care about other people.’ she/her.,Pro-choice
2AZWNZRTVACE,99bfc33b-3771-4d02-a7e5-d24b9f5d34e0,64664936-b563-42ba-8c45-16b07124a7f9,false,,1540793866483142662,"No, you were lied to and too stupid to recognize it. Roe v Wade: senators say Trump supreme court nominees misled t… https://t.co/KyZKMKVQOL",valascia,I am a librarian and writer who plays the Blues.,Pro-choice
T3RMAEPRMD6J,93f98525-66c5-439d-9731-ff49ea80fc5c,6535dc5b-40f2-47ce-aa9b-9840d71dba5c,false,,1540796183055966214,"@RealYeshua1 @TheAstuteGaloot With all of those things, I agree.  So what does any of that have to do with Obama or… https://t.co/eGaIhVEtng",NorthLapp7,"Christian Conservative, Wanna be Congresswoman, Ohio Buckeye, and Constitutionalist. Yes, I'm proud to be the Ultra MAGA!! Yes, I'm really me..",Pro-life
Z239E43AATKE,705db3be-dfe6-4d0d-bd1d-027ebe32c394,654ad102-f1fa-438c-a7c0-bfcc32649d7c,false,,1540794879235633152,I hate guns. I’ve always been against them and owning them. But now that the government wants to strip me of my rig… https://t.co/jHBraskpYe,KaiWolff2,"Kai | He/Him | 18 | Taken | HRT 1/6/22 | Artist, fursuit maker and sometimes dancer! PFP By @The_Lion_Thing",Pro-choice
FQG6KZ9NADDZ,79e18fc1-1629-4a16-856e-0db868e07204,65d702c0-83fe-471e-ac66-5a11261ac4aa,false,,1540795699033509893,Love the Roe V Wade  decision. Now maybe all you abortionist will move back to your home state and let Texas respect and enjoy life.,SBOROBERSON,Texas Born,Pro-life
7R2NKCJQNXPP,fc686c8b-616a-4447-8a21-1c54b0a504b3,6630384f-90b7-46ff-babb-ec50584a716f,false,,1540796142115356675,"@VPS_Reports Imagine when these black women each start giving birth to a dozen babies.

The state legislatures woul… https://t.co/9EtsA7s1oE",MichaelsRocks,"Keeping up with crowdfunding, DAOs, NFTs, epidemiology, AI, engineering, and health news",Pro-choice
FPMCK2P37RW2,a465e997-6725-47fb-bf4b-26191942cc49,66370346-0b7f-447b-9918-922546533c78,false,,1540796132879507456,"@markmcan @MarinaPurkiss @ScottBentonMP From a very quick count, around 19 MPs from 99 who voted against abortion w… https://t.co/OvpErDYSDN",OffasTyke,Cheeky earthwork. Two sides of one border.,Pro-choice
7R2NKCJQNXPP,8fb9e2cb-88a1-4b55-b9a9-9a9b6c0c2874,666bc118-9376-4d1b-a046-d8df462e65ac,false,,1540795774098739202,"The drop in crime in the 90s was not from militarizing police, the war drugs, or broken window policing. A large pa… https://t.co/p6nMYCmOzy",NickWisti,Dog Owner. Lincoln Memorial and punk enthusiast. Former Democratic Organizer (He/Him),Pro-choice
7R2NKCJQNXPP,e1691eef-888b-4405-9905-e898bcff82fc,675e1825-4351-4dc6-b072-f7a8eb9f07fa,false,,1540795358074109952,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/3OiBgHecV1,Mikhail2527,"I was so much older then, I'm younger than that now...   Less talk, more rock! USN, Vietnam Vet.",Pro-choice
WFRWYPY7XZJ9,a3ad562c-5670-4c9e-8e20-8358c939435b,67e1054a-8740-42c0-8283-3165711efbee,false,,1540796157894574081,"It comes to my deep regret that the U.S. Supreme court has made such a blatantly biased, misogynistic, and dangerou… https://t.co/4dkhZkp5kE",SilverlionPrime,Sterling Leonine Glory,Pro-choice
QEZAEMV2WF9D,c64189f2-4bdb-4ef4-8f76-96489d7fb232,67f8b237-733f-47f7-afce-9caa45c63541,false,,1540794764408147968,If you support roe vs wade being overturned go ahead and unfollow me,blaketeddyruiz,"It doesn't matter how much you love, but how much you're loved by others.",Pro-choice
